,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
13068,Mountain Bike Adrenaline,PS2,Sports,6.7,0.060000000000000005,0.03,0.0,0.02,0.01,2007
13069,Kid Fit Island Resort,Wii,Sports,6.7,0.05,0.05,0.0,0.0,0.0,2010
13070,Pro Yakyuu Spirits 5 Kanzenban,PS2,Sports,6.7,0.05,0.0,0.05,0.0,0.0,2008
13071,The BIGS 2,DS,Sports,6.7,0.05,0.05,0.0,0.0,0.0,2009
13072,Monster! Bass Fishing,GBA,Sports,6.7,0.05,0.04,0.0,0.01,0.0,2004
13073,FIFA Soccer 2003,GBA,Sports,6.9,0.05,0.04,0.0,0.01,0.0,2002
13074,MLB SlugFest 2006,XB,Sports,6.9,0.05,0.04,0.0,0.01,0.0,2006
13075,UEFA Euro 2004: Portugal,XB,Sports,6.9,0.05,0.04,0.0,0.01,0.0,2004
13076,Color Cross,DS,Puzzle,6.9,0.04,0.04,0.0,0.0,0.0,2010
13077,Beastly Frantic Foto,DS,Puzzle,6.9,0.04,0.04,0.0,0.0,0.0,2011
13078,GunPey DS,DS,Puzzle,6.9,0.04,0.04,0.0,0.0,0.0,2006
13079,Prism: Light the Way,DS,Puzzle,6.9,0.05,0.05,0.0,0.0,0.0,2007
13080,Ivy the Kiwi?,DS,Puzzle,7.3,0.04,0.04,0.0,0.0,0.0,2010
13081,Puyo Pop,GBA,Puzzle,7.3,0.05,0.04,0.0,0.01,0.0,2002
13082,Turbo Turtle Adventure,GBA,Puzzle,7.3,0.05,0.04,0.0,0.01,0.0,2002
13083,Super Bubble Pop,GC,Puzzle,4.2,0.05,0.04,0.0,0.01,0.0,2003
13084,Boing! Docomodake DS,DS,Puzzle,4.2,0.04,0.04,0.0,0.0,0.0,2009
13085,Crime Life: Gang Wars,XB,Action,4.2,0.05,0.04,0.0,0.01,0.0,2005
13086,Dynasty Warriors Vol. 2,PSP,Action,4.2,0.04,0.04,0.0,0.0,0.0,2006
13087,Baku Baku,SAT,Puzzle,4.2,0.05,0.0,0.05,0.0,0.0,1996
13088,Fishdom,DS,Puzzle,4.2,0.05,0.05,0.0,0.0,0.0,2011
13089,Super Bust-A-Move,GBA,Puzzle,4.2,0.04,0.03,0.0,0.01,0.0,2001
13090,ZooCube,GBA,Puzzle,8.6,0.04,0.03,0.0,0.01,0.0,2002
13091,Samurai Dou Portable,PSP,Action,8.6,0.05,0.0,0.05,0.0,0.0,2008
13092,Xiaolin Showdown,DS,Action,8.6,0.05,0.05,0.0,0.0,0.0,2006
13093,Toukiden: The Age of Demons,PSP,Action,8.6,0.05,0.0,0.05,0.0,0.0,2014
13094,Mega Man Battle Chip Challenge,GBA,Action,8.6,0.05,0.0,0.05,0.0,0.0,2004
13095,Cartoon Network Racing,DS,Action,8.6,0.04,0.04,0.0,0.0,0.0,2006
13096,Barnyard,GBA,Action,5.6,0.04,0.03,0.0,0.01,0.0,2006
13097,The Grim Adventures Of Billy & Mandy,Wii,Action,6.6,0.04,0.04,0.0,0.0,0.0,2006
13098,B-Boy,PSP,Action,6.6,0.04,0.04,0.0,0.0,0.0,2008
13099,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Action,8.7,0.05,0.04,0.0,0.01,0.0,2004
13100,Colin McRae Rally 2005,XB,Action,8.7,0.05,0.04,0.0,0.01,0.0,2004
13101,Romance of the Three Kingdoms XIII,PS3,Action,8.7,0.05,0.0,0.05,0.0,0.0,2016
13102,Gladiator: Sword of Vengeance,XB,Action,8.7,0.05,0.04,0.0,0.01,0.0,2003
13103,Captain America: Super Soldier,Wii,Action,6.0,0.05,0.05,0.0,0.0,0.0,2011
13104,Amnesia: Crowd,PSP,Visual Novel,6.0,0.05,0.0,0.05,0.0,0.0,2013
13105,Diabolik Lovers,PSP,Visual Novel,6.0,0.05,0.0,0.05,0.0,0.0,2012
13106,Test Drive: Ferrari Legends,X360,Racing,6.0,0.04,0.04,0.0,0.0,0.0,2012
13107,WRC 7,XOne,Racing,6.0,0.05,0.04,0.0,0.0,0.01,2017
13108,V-Rally 3,GBA,Racing,6.0,0.04,0.03,0.0,0.01,0.0,2002
13109,XBlaze Lost: Memories,PS3,Visual Novel,6.0,0.05,0.04,0.0,0.0,0.01,2015
13110,Kyoukai Senjou no Horizon Portable,PSP,Visual Novel,6.0,0.05,0.0,0.05,0.0,0.0,2013
13111,"Love, Election and Chocolate Portable",PSP,Visual Novel,6.0,0.05,0.0,0.05,0.0,0.0,2012
13112,Bakemonogatari Portable,PSP,Visual Novel,6.0,0.05,0.0,0.05,0.0,0.0,2012
13113,New Hayarigami,PSV,Visual Novel,6.0,0.05,0.0,0.05,0.0,0.0,2014
13114,Amnesia Later,PSP,Visual Novel,6.0,0.05,0.0,0.05,0.0,0.0,2012
13115,Hakuouki SSL: Sweet School Life,PSV,Visual Novel,6.0,0.05,0.0,0.05,0.0,0.0,2014
13116,Aokana: Four Rhythm Across the Blue,PSV,Visual Novel,6.0,0.05,0.0,0.05,0.0,0.0,2016
13117,Pretty Cure All Stars Everyone Gather? Let's Dance!,Wii,Music,6.0,0.05,0.0,0.05,0.0,0.0,2013
13118,MTX Mototrax,PSP,Racing,6.0,0.04,0.04,0.0,0.0,0.0,2006
13119,American Chopper 2: Full Throttle,XB,Racing,6.0,0.05,0.04,0.0,0.01,0.0,2005
13120,Carve,XB,Racing,6.0,0.05,0.04,0.0,0.01,0.0,2004
13121,Baja: Edge of Control HD,XOne,Racing,6.0,0.060000000000000005,0.05,0.0,0.0,0.01,2017
13122,Stunt GP,PS2,Racing,6.0,0.05,0.02,0.0,0.02,0.01,2001
13123,Rock 'N Roll Racing,GBA,Racing,6.0,0.04,0.03,0.0,0.01,0.0,2003
13124,American Chopper 2: Full Throttle,GC,Racing,6.0,0.05,0.04,0.0,0.01,0.0,2005
13125,F1 2010,PC,Racing,8.0,0.060000000000000005,0.0,0.0,0.05,0.01,2010
13126,Onrush,PS4,Racing,8.0,0.05,0.04,0.0,0.0,0.01,2018
13127,Short Track Racing: Trading Paint,PS2,Racing,8.0,0.05,0.02,0.0,0.02,0.01,2009
13128,God Wars: Future Past,PSV,Role-Playing,8.0,0.04,0.01,0.03,0.0,0.0,2017
13129,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,Role-Playing,8.0,0.05,0.0,0.05,0.0,0.0,2011
13130,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,Role-Playing,8.0,0.05,0.0,0.05,0.0,0.0,2011
13131,Big Air Freestyle,GC,Racing,8.0,0.05,0.04,0.0,0.01,0.0,2002
13132,Gravel,XOne,Racing,8.0,0.04,0.04,0.0,0.0,0.0,2018
13133,Speed Kings,XB,Racing,8.0,0.05,0.04,0.0,0.01,0.0,2003
13134,Vertigo,Wii,Racing,8.0,0.05,0.05,0.0,0.0,0.0,2009
13135,Hi-Octane: The Track Fights Back!,PS,Racing,8.0,0.05,0.03,0.0,0.02,0.0,1996
13136,Zumba Fitness Core,X360,Music,8.0,0.05,0.0,0.0,0.05,0.0,2012
13137,Just Sing,XOne,Music,8.0,0.05,0.04,0.0,0.0,0.01,2016
13138,The Elder Scrolls Online: Morrowind,PC,MMO,8.0,0.05,0.02,0.0,0.03,0.0,2017
13139,Nobunaga's Ambition II,3DS,Strategy,8.0,0.05,0.0,0.05,0.0,0.0,2015
13140,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,Strategy,8.0,0.05,0.03,0.0,0.02,0.0,2000
13141,SD Gundam G Generation World,Wii,Strategy,8.0,0.05,0.0,0.05,0.0,0.0,2011
13142,Full Spectrum Warrior: Ten Hammers,XB,Strategy,8.0,0.04,0.03,0.0,0.01,0.0,2006
13143,Billy the Wizard: Rocket Broomstick Racing,Wii,Racing,8.0,0.04,0.04,0.0,0.0,0.0,2007
13144,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,Racing,8.0,0.05,0.0,0.05,0.0,0.0,1999
13145,Galaxy Racers,DS,Racing,8.0,0.04,0.04,0.0,0.0,0.0,2010
13146,GRID,DS,Racing,7.9,0.04,0.04,0.0,0.0,0.0,2008
13147,OutRun 2006: Coast 2 Coast,PS2,Racing,7.9,0.04,0.02,0.01,0.01,0.0,2006
13148,Need for Speed Carbon,PC,Racing,7.9,0.05,0.0,0.0,0.04,0.01,2006
13149,Test Drive Le Mans,PS,Racing,7.9,0.05,0.03,0.0,0.02,0.0,2000
13150,Monster Jam: Maximum Destruction,GC,Racing,7.9,0.05,0.04,0.0,0.01,0.0,2002
13151,Cars 3: Driven to Win,XOne,Racing,7.9,0.05,0.04,0.0,0.0,0.01,2017
13152,Dakar 18,PS4,Racing,7.9,0.05,0.03,0.0,0.01,0.01,2018
13153,Cocoto Kart Racer,DS,Racing,7.9,0.04,0.04,0.0,0.0,0.0,2007
13154,Batman: Gotham City Racer,PS,Racing,7.9,0.05,0.03,0.0,0.02,0.0,2001
13155,Downforce,PS2,Racing,7.9,0.060000000000000005,0.03,0.0,0.02,0.01,2002
13156,Need for Speed (2015),PC,Racing,7.9,0.05,0.0,0.0,0.05,0.0,2016
13157,Kart Racer,Wii,Racing,7.9,0.04,0.03,0.0,0.01,0.0,2009
13158,Arthur! Ready to Race,PS,Racing,7.9,0.05,0.03,0.0,0.02,0.0,2000
13159,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,Racing,7.9,0.05,0.0,0.05,0.0,0.0,1998
13160,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,Role-Playing,7.9,0.05,0.0,0.05,0.0,0.0,2017
13161,Battle Chasers: Nightwar,NS,Role-Playing,8.5,0.04,0.03,0.0,0.01,0.0,2018
13162,Blazing Souls: Accelate,PSP,Role-Playing,8.5,0.060000000000000005,0.04,0.01,0.0,0.01,2010
13163,Fallout: Brotherhood of Steel,XB,Role-Playing,8.5,0.05,0.04,0.0,0.01,0.0,2004
13164,Arx Fatalis,XB,Role-Playing,8.5,0.05,0.04,0.0,0.01,0.0,2003
13165,Venetica,PC,Role-Playing,6.0,0.05,0.0,0.0,0.04,0.01,2011
13166,Orcs & Elves,DS,Role-Playing,6.0,0.05,0.05,0.0,0.0,0.0,2007
13167,NAtURAL DOCtRINE,PS3,Role-Playing,6.0,0.060000000000000005,0.03,0.01,0.01,0.01,2014
13168,Summoner: A Goddess Reborn,GC,Role-Playing,8.0,0.05,0.04,0.0,0.01,0.0,2003
13169,Kiniro no Corda 2 Encore,PS2,Role-Playing,8.0,0.05,0.0,0.05,0.0,0.0,2007
13170,Metal Max Xeno,PS4,Role-Playing,8.0,0.05,0.02,0.03,0.0,0.0,2018
13171,Classic Dungeon X2,PSP,Role-Playing,8.0,0.05,0.0,0.05,0.0,0.0,2011
13172,I am Setsuna,NS,Role-Playing,7.0,0.05,0.0,0.05,0.0,0.0,2017
13173,Ms Saga: A New Dawn,PS2,Role-Playing,7.0,0.05,0.02,0.0,0.02,0.01,2006
13174,Next Generation of Chaos,PS2,Role-Playing,7.0,0.05,0.0,0.05,0.0,0.0,2002
13175,Hyperdimension Neptunia Re;Birth2: Sisters Generation,PSV,Role-Playing,7.0,0.05,0.0,0.05,0.0,0.0,2014
13176,Growlanser VI: Precarious World,PS2,Role-Playing,7.0,0.05,0.0,0.05,0.0,0.0,2007
13177,Metal Max 2 Reloaded,DS,Role-Playing,7.0,0.05,0.0,0.05,0.0,0.0,2011
13178,Pillars of Eternity,XOne,Role-Playing,7.0,0.05,0.04,0.0,0.0,0.01,2017
13179,Atelier Ayesha Plus: The Alchemist of Dusk,PSV,Role-Playing,7.0,0.05,0.0,0.05,0.0,0.0,2015
13180,Monster Hunter Frontier G,PS3,Role-Playing,7.0,0.05,0.0,0.05,0.0,0.0,2013
13181,Medabots 9: Metabee Ver. / Rokusho Ver.,3DS,Role-Playing,7.0,0.05,0.0,0.05,0.0,0.0,2015
13182,Shining Force III: Scenario 2,SAT,Strategy,7.0,0.05,0.0,0.05,0.0,0.0,1998
13183,Pawly Pets: My Vet Practice,DS,Strategy,7.0,0.05,0.0,0.0,0.05,0.0,2007
13184,MXGP Pro,PS4,Racing,7.0,0.05,0.04,0.0,0.0,0.01,2018
13185,DiRT 2,PC,Racing,9.0,0.05,0.0,0.0,0.04,0.01,2009
13186,Sébastien Loeb Rally EVO,PS4,Racing,9.0,0.05,0.0,0.0,0.04,0.01,2016
13187,Hummer Badlands,PS2,Racing,9.0,0.05,0.02,0.0,0.02,0.01,2006
13188,TrackMania Turbo: Build to Race,DS,Racing,9.0,0.04,0.02,0.0,0.02,0.0,2011
13189,Ferrari F355 Challenge,PS2,Racing,9.0,0.060000000000000005,0.03,0.0,0.02,0.01,2002
13190,History Great Empires: Rome,DS,Strategy,9.0,0.05,0.05,0.0,0.0,0.0,2009
13191,Black Sigil: Blade of the Exiled,DS,Role-Playing,6.0,0.05,0.05,0.0,0.0,0.0,2009
13192,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,Role-Playing,6.0,0.05,0.0,0.05,0.0,0.0,2017
13193,Civilization Beyond Earth: Rising Tide,PC,Strategy,6.0,0.05,0.0,0.0,0.05,0.0,2015
13194,Nobunaga's Ambition: Sphere of Influence,PS4,Strategy,6.0,0.05,0.04,0.0,0.0,0.01,2015
13195,Nobunaga?s Ambition: Sphere of Influence ? Ascension,PS3,Strategy,6.0,0.05,0.0,0.05,0.0,0.0,2016
13196,GrimGrimoire,PS2,Strategy,7.7,0.05,0.01,0.03,0.01,0.0,2007
13197,Yu-Gi-Oh! World Championship 2007,DS,Strategy,7.7,0.05,0.0,0.04,0.01,0.0,2007
13198,Saiyuki: Journey West,PS,Strategy,7.7,0.05,0.03,0.0,0.02,0.0,2001
13199,Suzuki Super-Bikes II: Riding Challenge,DS,Racing,7.7,0.05,0.05,0.0,0.0,0.0,2008
13200,Wrath Unleashed,XB,Strategy,7.7,0.04,0.03,0.0,0.01,0.0,2004
13201,RPG Tsukuru DS,DS,Role-Playing,7.7,0.05,0.0,0.05,0.0,0.0,2010
13202,Dramatic Dungeon: Sakura Wars - Kimi Arugatame,DS,Role-Playing,7.7,0.05,0.0,0.05,0.0,0.0,2008
13203,Sacred 3,X360,Role-Playing,7.7,0.05,0.03,0.0,0.02,0.0,2014
13204,Lagoon,SNES,Role-Playing,7.7,0.05,0.0,0.05,0.0,0.0,1991
13205,New Tokyo Legacy: Operation Babel,PSV,Role-Playing,7.7,0.05,0.01,0.04,0.0,0.0,2017
13206,Sigma Star Saga,GBA,Role-Playing,7.7,0.05,0.04,0.0,0.01,0.0,2005
13207,Beyond Oasis,GEN,Role-Playing,7.7,0.05,0.0,0.05,0.0,0.0,1994
13208,Doraemon 2: Nobita no Toizurando Daibouken,SNES,Role-Playing,7.7,0.05,0.0,0.05,0.0,0.0,1993
13209,Worms World Party,GBA,Strategy,7.7,0.05,0.04,0.0,0.01,0.0,2002
13210,Rebelstar: Tactical Command,GBA,Strategy,7.7,0.05,0.04,0.0,0.01,0.0,2005
13211,Defendin' De Penguin,Wii,Strategy,7.7,0.05,0.05,0.0,0.0,0.0,2008
13212,Dungeon Keeper 2,PC,Strategy,7.7,0.060000000000000005,0.0,0.0,0.05,0.01,1999
13213,Worms Reloaded,PC,Strategy,8.5,0.05,0.0,0.0,0.04,0.01,2010
13214,Medabots: Metabee / Rokusho,GBA,Role-Playing,8.5,0.05,0.04,0.0,0.01,0.0,2003
13215,Phantasy Star Online Episode I & II Plus,GC,Role-Playing,8.5,0.05,0.04,0.0,0.01,0.0,2004
13216,Hero Bank 2,3DS,Role-Playing,8.5,0.05,0.0,0.05,0.0,0.0,2014
13217,Dual Hearts,PS2,Role-Playing,7.5,0.060000000000000005,0.03,0.0,0.02,0.01,2002
13218,Call of Cthulhu,XOne,Role-Playing,7.5,0.060000000000000005,0.05,0.0,0.0,0.01,2018
13219,Valkyria Revolution,PSV,Role-Playing,7.5,0.05,0.0,0.05,0.0,0.0,2017
13220,Lufia: The Ruins of Lore,GBA,Role-Playing,7.5,0.05,0.04,0.0,0.01,0.0,2003
13221,Medabots: Infinity,GC,Role-Playing,5.4,0.05,0.04,0.0,0.01,0.0,2003
13222,Demon Gaze 2,PSV,Role-Playing,5.4,0.05,0.01,0.04,0.0,0.0,2017
13223,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,PSV,Role-Playing,5.4,0.05,0.0,0.05,0.0,0.0,2015
13224,Dengeki Gakuen RPG: Cross of Venus,DS,Role-Playing,5.4,0.05,0.0,0.05,0.0,0.0,2009
13225,Rhapsody: A Musical Adventure,DS,Role-Playing,6.7,0.05,0.05,0.0,0.0,0.0,2008
13226,Arcania: Gothic 4,PS4,Role-Playing,6.7,0.05,0.04,0.0,0.0,0.01,2015
13227,Growlanser: Heritage of War (jp sales),PS2,Role-Playing,6.7,0.05,0.0,0.05,0.0,0.0,2007
13228,The Nightmare of Druaga: Fushigino Dungeon,PS2,Role-Playing,6.4,0.060000000000000005,0.03,0.0,0.02,0.01,2004
13229,Hunted: The Demon's Forge,PC,Role-Playing,6.1,0.04,0.03,0.0,0.01,0.0,2011
13230,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,Role-Playing,6.1,0.05,0.0,0.05,0.0,0.0,2010
13231,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,Role-Playing,6.1,0.05,0.0,0.05,0.0,0.0,2013
13232,Demon Gaze 2,PS4,Role-Playing,6.1,0.05,0.04,0.0,0.0,0.01,2017
13233,Doraemon: Nobita no Kyouryuu 2006 DS,DS,Role-Playing,6.1,0.05,0.0,0.05,0.0,0.0,2006
13234,Dokapon Journey,DS,Role-Playing,6.1,0.05,0.05,0.0,0.0,0.0,2009
13235,Summon Night X: Tears Crown,DS,Role-Playing,6.1,0.05,0.0,0.05,0.0,0.0,2009
13236,Child of Light,PS4,Role-Playing,6.1,0.05,0.0,0.04,0.01,0.0,2014
13237,Monster 4x4: Masters of Metal,GC,Racing,5.1,0.05,0.04,0.0,0.01,0.0,2003
13238,IndyCar Series,XB,Racing,5.1,0.05,0.04,0.0,0.01,0.0,2003
13239,Rally Fusion: Race of Champions,XB,Racing,5.1,0.05,0.04,0.0,0.01,0.0,2002
13240,Worms: WMD,PS4,Strategy,5.1,0.05,0.02,0.0,0.02,0.01,2016
13241,The Banner Saga Trilogy - Bonus Edition,XOne,Strategy,5.1,0.060000000000000005,0.05,0.0,0.0,0.01,2018
13242,Super Robot Taisen Neo,Wii,Strategy,5.1,0.05,0.0,0.05,0.0,0.0,2009
13243,SD Gundam: Scad Hammers,Wii,Strategy,5.1,0.05,0.0,0.05,0.0,0.0,2006
13244,Brave Story: New Traveller (jp sales),PSP,Role-Playing,5.1,0.05,0.0,0.05,0.0,0.0,2007
13245,The Lord of the Rings: The Battle for Middle-Earth II,X360,Strategy,8.0,0.04,0.0,0.0,0.04,0.0,2006
13246,Power Drome,PS2,Racing,8.0,0.060000000000000005,0.03,0.0,0.02,0.01,2004
13247,Gran Turismo / Motor Toon Grand Prix 2,PS,Racing,8.0,0.05,0.03,0.0,0.02,0.0,2003
13248,Nights of Azure,PS3,Role-Playing,8.0,0.05,0.0,0.05,0.0,0.0,2016
13249,Hyperdimension Neptunia Re;Birth2: Sisters Generation,PSV,Role-Playing,8.0,0.05,0.03,0.0,0.01,0.01,2015
13250,Guild Wars Trilogy,PC,Role-Playing,8.0,0.05,0.0,0.0,0.04,0.01,2005
13251,The Technomancer,XOne,Role-Playing,8.0,0.05,0.03,0.0,0.02,0.0,2016
13252,Hoshigami: Ruining Blue Earth,PS,Role-Playing,8.0,0.05,0.03,0.0,0.02,0.0,2001
13253,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,Role-Playing,8.0,0.05,0.0,0.05,0.0,0.0,2008
13254,Ys: The Ark of Napishtim,PSP,Role-Playing,6.1,0.04,0.04,0.0,0.0,0.0,2006
13255,Ray Gigant,PSV,Role-Playing,6.1,0.05,0.0,0.05,0.0,0.0,2016
13256,Assassin's Creed: Altair's Chronicles,DS,Action,5.7,0.04,0.03,0.0,0.01,0.0,2008
13257,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,Action,5.7,0.05,0.0,0.05,0.0,0.0,2008
13258,E.X. Troopers,PS3,Action,5.7,0.05,0.0,0.05,0.0,0.0,2012
13259,Soul Eater: Medusa no Inbou,DS,Action,5.7,0.05,0.0,0.05,0.0,0.0,2008
13260,Dead Cells,PS4,Action,5.7,0.05,0.04,0.0,0.0,0.01,2018
13261,Johnny Bazookatone,PS,Platform,5.7,0.05,0.03,0.0,0.02,0.0,1996
13262,Crazy Chicken: Atlantis Quest,DS,Platform,5.7,0.04,0.04,0.0,0.0,0.0,2009
13263,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,Platform,5.7,0.04,0.04,0.0,0.0,0.0,2013
13264,Silhouette Mirage,PS,Platform,5.7,0.05,0.03,0.0,0.02,0.0,1999
13265,Wonder Boy: The Dragon's Trap (Remake),PS4,Platform,5.7,0.04,0.03,0.0,0.0,0.01,2017
13266,Garfield: The Search for Pooky,GBA,Platform,5.7,0.04,0.03,0.0,0.01,0.0,2005
13267,Major League Baseball 2K12,PC,Sports,5.7,0.04,0.04,0.0,0.0,0.0,2012
13268,Tennis Masters Series 2003,XB,Sports,5.7,0.04,0.03,0.0,0.01,0.0,2003
13269,MLB SlugFest 20-04,GC,Sports,8.0,0.04,0.03,0.0,0.01,0.0,2003
13270,Torino 2006,XB,Sports,8.0,0.04,0.03,0.0,0.01,0.0,2006
13271,Gem Smashers,3DS,Platform,8.0,0.04,0.04,0.0,0.0,0.0,2011
13272,Sonic the Hedgehog 2,GG,Platform,8.0,0.04,0.0,0.04,0.0,0.0,1992
13273,Breeding Stud 2,PS,Sports,8.0,0.04,0.0,0.04,0.0,0.0,1998
13274,Banushi Life Game: Winner's Circle,DS,Sports,8.0,0.04,0.0,0.04,0.0,0.0,2007
13275,MLB 2K12 / NBA 2K12 Combo Pack,X360,Sports,8.0,0.04,0.04,0.0,0.0,0.0,2012
13276,Dead Ball Zone,PS,Sports,8.0,0.04,0.02,0.0,0.02,0.0,1998
13277,NBA In The Zone '99,N64,Sports,8.0,0.04,0.04,0.0,0.0,0.0,1999
13278,NBA in the Zone 2000,N64,Sports,8.0,0.04,0.04,0.0,0.0,0.0,2000
13279,The Kore Gang,Wii,Platform,8.0,0.04,0.04,0.0,0.0,0.0,2011
13280,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,Platform,8.0,0.03,0.02,0.0,0.01,0.0,2002
13281,Scribblenauts: Showdown,XOne,Platform,8.0,0.03,0.03,0.0,0.0,0.0,2018
13282,The Ant Bully,GBA,Platform,5.2,0.04,0.03,0.0,0.01,0.0,2006
13283,Castlevania Bloodlines,GEN,Platform,5.2,0.04,0.0,0.04,0.0,0.0,1994
13284,LEGO Pirates of the Caribbean: The Video Game,PC,Action,5.2,0.04,0.04,0.0,0.0,0.0,2011
13285,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,Action,5.2,0.04,0.0,0.04,0.0,0.0,2015
13286,Dead Rising,XOne,Action,5.2,0.03,0.03,0.0,0.0,0.0,2016
13287,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,Sports,5.2,0.04,0.0,0.04,0.0,0.0,2007
13288,J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,Sports,5.2,0.04,0.0,0.04,0.0,0.0,2013
13289,Yes! PreCure 5,DS,Action,5.2,0.04,0.0,0.04,0.0,0.0,2007
13290,Fantastic Four: Rise of the Silver Surfer,DS,Action,5.2,0.04,0.04,0.0,0.0,0.0,2007
13291,Darius Burst: Chronicle Saviours,PSV,Action,5.2,0.04,0.0,0.04,0.0,0.0,2016
13292,Terraria,WiiU,Action,5.2,0.04,0.0,0.01,0.03,0.0,2016
13293,Living Legends: Frozen Beauty,PC,Action,5.2,0.03,0.0,0.0,0.03,0.0,2014
13294,Way of the Samurai 2 Portable,PSP,Action,5.2,0.04,0.0,0.04,0.0,0.0,2009
13295,Go Diego Go!: Safari Rescue,PS2,Action,5.2,0.05,0.02,0.0,0.02,0.01,2008
13296,Scaler,GC,Platform,7.3,0.04,0.03,0.0,0.01,0.0,2004
13297,Farm Frenzy,PC,Strategy,7.3,0.04,0.04,0.0,0.0,0.0,2008
13298,New Little King's Story,PSV,Strategy,7.3,0.04,0.0,0.04,0.0,0.0,2012
13299,Warhammer: Dark Omen,PS,Strategy,7.3,0.03,0.02,0.0,0.01,0.0,1998
13300,Company of Heroes,PC,Strategy,9.4,0.04,0.0,0.0,0.04,0.0,2006
13301,Supreme Commander,PC,Strategy,8.7,0.05,0.0,0.0,0.04,0.01,2007
13302,Dungeons 3,PS4,Strategy,8.7,0.04,0.03,0.0,0.0,0.01,2017
13303,Super Robot Taisen OG Infinite Battle,PS3,Strategy,8.7,0.04,0.0,0.04,0.0,0.0,2013
13304,Dungeon Raiders,DS,Role-Playing,8.7,0.04,0.04,0.0,0.0,0.0,2011
13305,Unbox: Newbie's Adventure,PS4,Action,8.7,0.04,0.03,0.0,0.0,0.01,2017
13306,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,Action,8.7,0.04,0.0,0.04,0.0,0.0,2010
13307,James Cameron's Avatar: The Game,PC,Action,6.4,0.04,0.0,0.0,0.04,0.0,2009
13308,Senran Kagura Burst Re:Newal,PS4,Action,6.4,0.04,0.0,0.04,0.0,0.0,2019
13309,Pocket Pool,PSP,Action,3.4,0.04,0.04,0.0,0.0,0.0,2007
13310,Sine Mora EX,NS,Action,8.0,0.04,0.0,0.0,0.04,0.0,2017
13311,Doki Doki! Pretty Cure Narikiri Life!,3DS,Action,8.0,0.04,0.0,0.04,0.0,0.0,2013
13312,Elven Legacy,PC,Strategy,8.0,0.04,0.04,0.0,0.0,0.0,2009
13313,Ookami Kakushi,PSP,Action,8.0,0.04,0.0,0.04,0.0,0.0,2009
13314,TMNT,DS,Action,8.0,0.04,0.03,0.0,0.01,0.0,2007
13315,Sengoku Musou 3 Z Special,PSP,Action,8.0,0.04,0.0,0.04,0.0,0.0,2012
13316,Dark Souls Trilogy,XOne,Action,8.0,0.04,0.04,0.0,0.0,0.0,2018
13317,Samurai Warriors 2: Empires,X360,Action,8.0,0.04,0.03,0.01,0.0,0.0,2007
13318,Cy Girls,PS2,Action,8.0,0.03,0.02,0.0,0.01,0.0,2004
13319,Barnyard,Wii,Action,8.0,0.04,0.04,0.0,0.0,0.0,2006
13320,Lionel Trains: On Track,DS,Action,8.0,0.04,0.04,0.0,0.0,0.0,2006
13321,Gumby vs. the Astrobots,GBA,Action,8.0,0.04,0.03,0.0,0.01,0.0,2005
13322,Gudetama: Hanjuku de Tanomuwa,3DS,Action,8.0,0.04,0.0,0.04,0.0,0.0,2015
13323,Rose to Tasogare no Kojou,PSV,Action,8.0,0.04,0.0,0.04,0.0,0.0,2016
13324,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,Action,8.0,0.04,0.03,0.0,0.01,0.0,2005
13325,Beatdown: Fists of Vengeance,XB,Action,8.0,0.04,0.03,0.0,0.01,0.0,2005
13326,Warriors  Orochi 4,XOne,Action,8.0,0.03,0.03,0.0,0.0,0.0,2018
13327,Terraria,XOne,Action,8.0,0.04,0.0,0.0,0.04,0.0,2014
13328,Aeon Flux,PS2,Action,8.0,0.05,0.02,0.0,0.02,0.01,2005
13329,SD Gundam G Generation Genesis,NS,Strategy,8.0,0.04,0.0,0.04,0.0,0.0,2018
13330,Company of Heroes: Opposing Fronts,PC,Strategy,8.0,0.04,0.01,0.0,0.03,0.0,2007
